university,coord,inception,universityLabel,countryLabel
http://www.wikidata.org/entity/Q3551535,Point(26.1152 44.4146),1990-01-01T00:00:00Z,Dimitrie Cantemir Christian University,Romania
http://www.wikidata.org/entity/Q3551540,Point(139.734833333 35.716777777),1965-01-01T00:00:00Z,Atomi University,Japan
http://www.wikidata.org/entity/Q3551545,,1907-01-01T00:00:00Z,Centro Escolar University,Philippines
http://www.wikidata.org/entity/Q3551549,Point(-0.615277777 35.638055555),1967-01-01T00:00:00Z,University of Oran,Algeria
http://www.wikidata.org/entity/Q3551552,Point(124.66497 12.50858),1918-01-01T00:00:00Z,University of Eastern Philippines,Philippines
http://www.wikidata.org/entity/Q3551553,Point(134.070166666 -0.834361111),2000-11-03T00:00:00Z,University of Papua,Indonesia
http://www.wikidata.org/entity/Q3551554,Point(-98.2154 32.2139),1896-01-01T00:00:00Z,Tarleton State University,United States
http://www.wikidata.org/entity/Q3551555,Point(30.00000001 59.00000001),1906-01-01T00:00:00Z,Saint Petersburg State University of Engineering and Economics,Russia
http://www.wikidata.org/entity/Q3551556,Point(94.4503 51.7177),1995-01-01T00:00:00Z,Tuvan State University,Russia
http://www.wikidata.org/entity/Q3551562,Point(1.60834 50.72393),1951-01-01T00:00:00Z,Boulogne-sur-Mer Langues et Cultures,France
http://www.wikidata.org/entity/Q3551564,Point(108.876025347 34.138016874),1952-01-01T00:00:00Z,Xi'an International Studies University,People's Republic of China
http://www.wikidata.org/entity/Q3551565,Point(17.368055555 -3.326861111),2004-01-01T00:00:00Z,Université de Bandundu,Democratic Republic of the Congo
http://www.wikidata.org/entity/Q3551573,,2004-01-01T00:00:00Z,Burao University,Somalia
http://www.wikidata.org/entity/Q3551574,Point(120.5488 18.0608),1978-01-06T00:00:00Z,Mariano Marcos State University,Philippines
http://www.wikidata.org/entity/Q3551577,Point(-0.77442 50.8447),1839-01-01T00:00:00Z,University of Chichester,United Kingdom
http://www.wikidata.org/entity/Q3551577,Point(-0.7728918 50.8450307),1839-01-01T00:00:00Z,University of Chichester,United Kingdom
http://www.wikidata.org/entity/Q3551579,Point(121.01323056 14.66485),1980-01-01T00:00:00Z,AMA Computer University,Philippines
http://www.wikidata.org/entity/Q3551580,Point(16.82 8.713),2010-01-01T00:00:00Z,Université de Doba,Chad
http://www.wikidata.org/entity/Q3551582,Point(43.117 11.538055555),2006-01-01T00:00:00Z,University of Djibouti,Djibouti
http://www.wikidata.org/entity/Q3551583,Point(10.063166666 5.447083333),1993-01-19T00:00:00Z,Université de Dschang,Cameroon
http://www.wikidata.org/entity/Q3551584,Point(120.992 14.5995),1901-01-01T00:00:00Z,San Beda University,Philippines
http://www.wikidata.org/entity/Q3551585,,,Université de Gbadolite,Democratic Republic of the Congo
http://www.wikidata.org/entity/Q1787936,Point(25.26975 54.68858333),1919-01-01T00:00:00Z,Lithuanian Academy of Music and Theatre,Lithuania
http://www.wikidata.org/entity/Q1788342,Point(-2.101361111 57.148030555),1750-01-01T00:00:00Z,The Robert Gordon University,United Kingdom
http://www.wikidata.org/entity/Q1790193,Point(23.758652402 52.096610658),1966-01-01T00:00:00Z,Brest State Technical University,Belarus
http://www.wikidata.org/entity/Q1791958,Point(130.728417 32.804167),1954-01-01T00:00:00Z,Kumamoto Gakuen University,Japan
http://www.wikidata.org/entity/Q1795487,Point(-74.427 40.761),1867-01-01T00:00:00Z,Drew University,United States
http://www.wikidata.org/entity/Q1795883,,,Kölner Werkschulen,Germany
http://www.wikidata.org/entity/Q1795928,Point(39.2535 21.493472222),1967-01-01T00:00:00Z,King Abdulaziz University,Saudi Arabia
http://www.wikidata.org/entity/Q1796553,Point(-80.2827 35.4844),1885-01-01T00:00:00Z,Pfeiffer University,United States
http://www.wikidata.org/entity/Q1797624,Point(135.58493611 34.21197222),1886-01-01T00:00:00Z,Koyasan University,Japan
http://www.wikidata.org/entity/Q1797817,Point(-76.334722222 37.0225),1868-01-01T00:00:00Z,Hampton University,United States
http://www.wikidata.org/entity/Q1797817,Point(-76.334722222 37.0225),1930-01-01T00:00:00Z,Hampton University,United States
http://www.wikidata.org/entity/Q1797817,Point(-76.334722222 37.0225),1984-01-01T00:00:00Z,Hampton University,United States
http://www.wikidata.org/entity/Q1798494,Point(-71.412805 41.819953),1914-01-01T00:00:00Z,"Johnson & Wales University, Providence",United States
http://www.wikidata.org/entity/Q1798499,Point(-80.3010551 25.9881957),1964-01-01T00:00:00Z,Nova Southeastern University,United States
http://www.wikidata.org/entity/Q1798612,Point(-83.648611111 32.829166666),1833-01-01T00:00:00Z,Mercer University,United States
http://www.wikidata.org/entity/Q1798894,Point(-66.055556 18.4225),1966-09-01T00:00:00Z,Polytechnic University of Puerto Rico,United States
http://www.wikidata.org/entity/Q1799245,Point(-78.1595 39.1661),1875-01-01T00:00:00Z,Shenandoah University,United States
http://www.wikidata.org/entity/Q1799642,Point(-80.043 41.062),1889-01-01T00:00:00Z,Slippery Rock University,United States
http://www.wikidata.org/entity/Q1799929,Point(100.560361 13.779839),1940-01-01T00:00:00Z,University of the Thai Chamber of Commerce,Thailand
http://www.wikidata.org/entity/Q1804769,Point(19.92472222 50.06472222),1953-01-01T00:00:00Z,Agricultural University of Kraków,Poland
http://www.wikidata.org/entity/Q1804771,Point(23.705555555 37.983888888),1920-01-01T00:00:00Z,Agricultural University of Athens,Greece
http://www.wikidata.org/entity/Q1804773,Point(118.83667222 32.03196389),1902-01-01T00:00:00Z,Nanjing Agricultural University,People's Republic of China
http://www.wikidata.org/entity/Q1805085,Point(-117.851388888 33.792777777),1861-01-01T00:00:00Z,Chapman University,United States
http://www.wikidata.org/entity/Q1805243,Point(-91.14111 31.87694),1871-01-01T00:00:00Z,Alcorn State University,United States
http://www.wikidata.org/entity/Q1808326,Point(58.1691 23.6004),1986-01-01T00:00:00Z,Sultan Qaboos University,Oman
http://www.wikidata.org/entity/Q1809286,Point(-88.399322 44.260784),1847-01-01T00:00:00Z,Lawrence University,United States
http://www.wikidata.org/entity/Q1809949,Point(28.09024 61.06456),1969-01-01T00:00:00Z,Lappeenranta-Lahti University of Technology LUT,Finland
http://www.wikidata.org/entity/Q1811567,Point(-98.7078 35.5344),1901-01-01T00:00:00Z,Southwestern Oklahoma State University,United States
http://www.wikidata.org/entity/Q1812621,Point(-70.60851 -33.436959),1988-01-01T00:00:00Z,Universidad Finis Terrae,Chile
http://www.wikidata.org/entity/Q1813761,Point(-98.4664 29.4669),1881-01-01T00:00:00Z,University of the Incarnate Word,United States
http://www.wikidata.org/entity/Q1814136,Point(69.12972222 34.51666667),1932-01-01T00:00:00Z,Kabul University of Medical Sciences,Afghanistan
http://www.wikidata.org/entity/Q1814701,Point(120.99 14.5743),1919-01-01T00:00:00Z,Philippine Women's University,Philippines
http://www.wikidata.org/entity/Q1814758,Point(-77.451111111 37.5625),1865-01-01T00:00:00Z,Virginia Union University,United States
http://www.wikidata.org/entity/Q1814883,Point(14.497856 50.069492),2001-01-01T00:00:00Z,Metropolitan University Prague,Czech Republic
http://www.wikidata.org/entity/Q1815994,Point(-46.671122 -23.537889),1946-01-01T00:00:00Z,Pontifícia Universidade Católica de São Paulo,Brazil
http://www.wikidata.org/entity/Q1816202,Point(-2.127222222 52.587222222),1992-01-01T00:00:00Z,University of Wolverhampton,United Kingdom
http://www.wikidata.org/entity/Q1816221,Point(5.616505555 52.349444444),1648-01-01T00:00:00Z,University of Harderwijk,Netherlands
http://www.wikidata.org/entity/Q1816872,Point(-2.0888 51.8879),2001-01-01T00:00:00Z,University of Gloucestershire,United Kingdom
http://www.wikidata.org/entity/Q1816905,Point(-4.0759 52.1139),1822-01-01T00:00:00Z,University of Wales Trinity Saint David - Lampeter Campus,United Kingdom
http://www.wikidata.org/entity/Q1817355,Point(24.0147 49.8356),1844-01-01T00:00:00Z,Lviv Polytechnic,Ukraine
http://www.wikidata.org/entity/Q1817355,Point(24.0147 49.8356),1844-01-01T00:00:00Z,Lviv Polytechnic,Austria–Hungary
http://www.wikidata.org/entity/Q1817355,Point(24.0147 49.8356),1844-01-01T00:00:00Z,Lviv Polytechnic,Austrian Empire
http://www.wikidata.org/entity/Q1817355,Point(24.0147 49.8356),1844-01-01T00:00:00Z,Lviv Polytechnic,Second Polish Republic
http://www.wikidata.org/entity/Q1817686,Point(-85.953888888 31.798055555),1887-01-01T00:00:00Z,Troy University,United States
http://www.wikidata.org/entity/Q1818020,Point(-2.891928239 53.391463035),1844-01-01T00:00:00Z,Liverpool Hope University,United Kingdom
http://www.wikidata.org/entity/Q1822284,Point(69.2822 41.2764),1931-01-01T00:00:00Z,Tashkent State Transport University,Uzbekistan
http://www.wikidata.org/entity/Q1826903,,2005-09-02T00:00:00Z,Dutch Defense Academy,Kingdom of the Netherlands
http://www.wikidata.org/entity/Q1834882,Point(44.20333333 15.28777778),2006-01-01T00:00:00Z,"Lebanese International University, Yemen",Yemen
http://www.wikidata.org/entity/Q1844562,Point(6.0578 48.906),1572-01-01T00:00:00Z,University of Pont-à-Mousson,France
http://www.wikidata.org/entity/Q1847733,Point(106.6104213 -6.2283883),1993-12-13T00:00:00Z,Pelita Harapan University,Indonesia
http://www.wikidata.org/entity/Q1848657,Point(-95.946388888 36.152222222),1894-01-01T00:00:00Z,University of Tulsa,United States
http://www.wikidata.org/entity/Q1849271,,1966-01-01T00:00:00Z,Leeds Trinity University,United Kingdom
http://www.wikidata.org/entity/Q1850416,Point(-43.226111111 -22.905833333),1818-06-06T00:00:00Z,Museu Nacional,Brazil
http://www.wikidata.org/entity/Q1854796,Point(26.51666667 55.86944444),1921-01-01T00:00:00Z,Daugavpils University,Latvia
http://www.wikidata.org/entity/Q1857293,Point(-43.2330825 -22.9791074),1940-10-30T00:00:00Z,Pontifical Catholic University of Rio de Janeiro,Brazil
http://www.wikidata.org/entity/Q1857293,Point(-43.232819 -22.97868),1940-10-30T00:00:00Z,Pontifical Catholic University of Rio de Janeiro,Brazil
http://www.wikidata.org/entity/Q1857773,Point(-2.7074 53.763),1828-01-01T00:00:00Z,University of Central Lancashire,United Kingdom
http://www.wikidata.org/entity/Q1860280,,1981-01-01T00:00:00Z,Vista University,South Africa
http://www.wikidata.org/entity/Q1861687,Point(-111.05 45.668333333),1893-01-01T00:00:00Z,Montana State University,United States
http://www.wikidata.org/entity/Q1861974,Point(-2.92222 54.8908),2007-08-01T00:00:00Z,University of Cumbria,United Kingdom
http://www.wikidata.org/entity/Q1872239,Point(-92.6475 32.5275),1894-01-01T00:00:00Z,Louisiana Tech University,United States
http://www.wikidata.org/entity/Q1875914,,,Q1875914,Netherlands
http://www.wikidata.org/entity/Q1886891,Point(101.59186 3.105384),1997-01-01T00:00:00Z,Malaysia University of Science & Technology,Malaysia
http://www.wikidata.org/entity/Q1886891,Point(101.59186 3.105384),2000-01-01T00:00:00Z,Malaysia University of Science & Technology,Malaysia
http://www.wikidata.org/entity/Q1887879,Point(-122.451944 37.779444),1855-01-01T00:00:00Z,University of San Francisco,United States
http://www.wikidata.org/entity/Q1888128,Point(26.09027778 44.43916667),1864-01-01T00:00:00Z,National University of Music Bucharest,Romania
http://www.wikidata.org/entity/Q1888278,,1965-01-01T00:00:00Z,Miyagi University of Education,Japan
http://www.wikidata.org/entity/Q1888661,Point(-122.694 42.1857),1872-01-01T00:00:00Z,Southern Oregon University,United States
http://www.wikidata.org/entity/Q1888771,Point(-2.24 53.47),1842-01-01T00:00:00Z,Manchester Metropolitan University,United Kingdom
http://www.wikidata.org/entity/Q1889100,Point(-112.0128062 33.4113397),1976-01-01T00:00:00Z,University of Phoenix,United States
http://www.wikidata.org/entity/Q1889100,Point(-111.979962 33.412253),1976-01-01T00:00:00Z,University of Phoenix,United States
http://www.wikidata.org/entity/Q1896148,,1890-01-01T00:00:00Z,University of Greenwich,United Kingdom
http://www.wikidata.org/entity/Q1896627,Point(114.58604 -3.29763),1958-01-01T00:00:00Z,Lambung Mangkurat University,Indonesia
http://www.wikidata.org/entity/Q1896627,Point(114.58604 -3.29763),1960-01-01T00:00:00Z,Lambung Mangkurat University,Indonesia
http://www.wikidata.org/entity/Q1915550,,,Temporary Academy,Netherlands
http://www.wikidata.org/entity/Q1916598,Point(24.6275 43.41055556),1974-01-01T00:00:00Z,Medical University Pleven,Bulgaria
http://www.wikidata.org/entity/Q1916610,Point(22.54883889 51.248325),1950-01-01T00:00:00Z,Medical University of Lublin,Poland
http://www.wikidata.org/entity/Q1916637,Point(26.06961111 44.43461111),1857-01-01T00:00:00Z,Carol Davila University of Medicine and Pharmacy,Romania
http://www.wikidata.org/entity/Q1925513,Point(-0.261389 5.56611),2000-01-01T00:00:00Z,Methodist University College,Ghana
http://www.wikidata.org/entity/Q1932075,Point(-98.5221 33.8753),1922-01-01T00:00:00Z,Midwestern State University of Texas,United States
http://www.wikidata.org/entity/Q1934874,Point(10.92853 44.64849),1815-11-02T00:00:00Z,Military Academy of Modena,Italy
http://www.wikidata.org/entity/Q1938341,Point(60.654283 56.844053),1920-01-01T00:00:00Z,Ural State Technical University,Russia
http://www.wikidata.org/entity/Q1939221,Point(-94.7857 39.7579),1915-01-01T00:00:00Z,Missouri Western State University,United States
http://www.wikidata.org/entity/Q1940803,Point(17.2846412 62.3925172),1993-01-01T00:00:00Z,Mid Sweden University,Sweden
http://www.wikidata.org/entity/Q1945756,Point(113.933684 22.539256),1983-01-01T00:00:00Z,Shenzhen University,People's Republic of China
http://www.wikidata.org/entity/Q1946114,Point(-121.897 36.5997),1955-01-01T00:00:00Z,Middlebury Institute of International Studies at Monterey,United States
http://www.wikidata.org/entity/Q1949773,Point(-79.556 40.309),1883-01-01T00:00:00Z,Seton Hill University,United States
http://www.wikidata.org/entity/Q1954006,Point(139.667777777 35.736944444),1922-01-01T00:00:00Z,Musashi University,Japan
http://www.wikidata.org/entity/Q1960654,,1854-01-01T00:00:00Z,Protestant Theological University,Netherlands
http://www.wikidata.org/entity/Q1960862,Point(39.3787 48.5654),1920-01-01T00:00:00Z,East Ukrainian Volodymyr Dahl National University,Ukraine
http://www.wikidata.org/entity/Q1961160,Point(37.60871 55.72681),1918-09-04T00:00:00Z,Moscow State Mining University,Russia
http://www.wikidata.org/entity/Q1961570,,1921-01-01T00:00:00Z,University of Engineering and Technology,Pakistan
http://www.wikidata.org/entity/Q1962291,,1935-01-01T00:00:00Z,Yerevan Brusov State University of Languages and Social Sciences,Armenia
http://www.wikidata.org/entity/Q1962613,Point(37.575 55.72805556),1758-01-01T00:00:00Z,I.M. Sechenov First Moscow State Medical University,Russia
http://www.wikidata.org/entity/Q1963516,Point(55.94245 54.724989),1932-01-01T00:00:00Z,Ufa State Aviation Technical University,Russia
http://www.wikidata.org/entity/Q1963759,Point(27.53944444 53.89833333),1993-01-01T00:00:00Z,Republican Institute for Vocational Education,Belarus
http://www.wikidata.org/entity/Q1964642,Point(74.5871 42.8823),1925-01-01T00:00:00Z,Kyrgyz National University,Kyrgyzstan
http://www.wikidata.org/entity/Q1964941,,1953-10-01T00:00:00Z,Belarusian State University of Transport,Belarus
http://www.wikidata.org/entity/Q1967509,Point(-84.2048 39.4385),1855-01-01T00:00:00Z,National Normal University,United States
http://www.wikidata.org/entity/Q1968183,Point(23.50288025 49.352850084),1921-05-30T00:00:00Z,Donetsk National Technical University,Ukraine
http://www.wikidata.org/entity/Q2495685,Point(-78.4697 -0.2453),1992-01-01T00:00:00Z,Universidad Internacional del Ecuador,Ecuador
http://www.wikidata.org/entity/Q2495702,Point(-54.6699442 -25.484104),1993-10-22T00:00:00Z,Universidad Nacional del Este,Paraguay
http://www.wikidata.org/entity/Q2495708,Point(-78.49352778 -0.18416667),1986-01-01T00:00:00Z,UTE University,Ecuador
http://www.wikidata.org/entity/Q2495711,Point(-74.05883333 4.65813889),1955-02-01T00:00:00Z,National Pedagogic University,Colombia
http://www.wikidata.org/entity/Q2495713,Point(-78.43582 -0.19691),1980-01-01T00:00:00Z,Universidad San Francisco de Quito,Ecuador
http://www.wikidata.org/entity/Q2495731,Point(-103.699 19.2486),1940-01-01T00:00:00Z,University of Colima,Mexico
http://www.wikidata.org/entity/Q2495744,Point(-73.5853 4.075),1974-11-25T00:00:00Z,University of the Llanos,Colombia
http://www.wikidata.org/entity/Q2495752,Point(-49.408359 -28.701302),1997-01-01T00:00:00Z,Universidade do Extremo Sul Catarinense,Brazil
http://www.wikidata.org/entity/Q2495760,Point(-43.951388888 -19.783333333),1989-01-01T00:00:00Z,State University of Minas Gerais,Brazil
http://www.wikidata.org/entity/Q2495768,,1388-01-01T00:00:00Z,Universitas Studii Coloniensis,Germany
http://www.wikidata.org/entity/Q2495772,Point(-49.0193034 -28.4824234),1964-01-01T00:00:00Z,Universidade do Sul de Santa Catarina,Brazil
http://www.wikidata.org/entity/Q2495812,Point(103.08628 1.853047),1993-01-01T00:00:00Z,Universiti Tun Hussein Onn Malaysia,Malaysia
http://www.wikidata.org/entity/Q2495825,Point(-92.0203 34.2423),1873-01-01T00:00:00Z,University of Arkansas at Pine Bluff,United States
http://www.wikidata.org/entity/Q2495828,Point(-94.3746 35.3836),1928-01-01T00:00:00Z,University of Arkansas-Fort Smith,United States
http://www.wikidata.org/entity/Q2495841,Point(-104.799483333 38.892212),1965-01-01T00:00:00Z,"University of Colorado, at Colorado Springs",United States
http://www.wikidata.org/entity/Q2495843,Point(76.949389 43.24216),1992-01-01T00:00:00Z,Q2495843,Kazakhstan
http://www.wikidata.org/entity/Q2495906,Point(-121.485 38.5795),2004-01-01T00:00:00Z,University of Sacramento,United States
http://www.wikidata.org/entity/Q2495907,Point(-75.655 41.405),1888-01-01T00:00:00Z,University of Scranton,United States
http://www.wikidata.org/entity/Q2495922,Point(-95.3916 29.7382),1947-01-01T00:00:00Z,University of St. Thomas,United States
http://www.wikidata.org/entity/Q2495935,Point(-102.329 31.8899),1973-01-01T00:00:00Z,University of Texas Permian Basin,United States
http://www.wikidata.org/entity/Q2495945,Point(-85.1147 33.5717),1906-01-01T00:00:00Z,University of West Georgia,United States
http://www.wikidata.org/entity/Q2495989,Point(15.869221 44.813753),1997-01-01T00:00:00Z,University of Bihać,Bosnia and Herzegovina
http://www.wikidata.org/entity/Q2495994,,1463-01-01T00:00:00Z,University of Bourges,France
http://www.wikidata.org/entity/Q2496010,,1991-01-01T00:00:00Z,Comrat State University,Moldova
http://www.wikidata.org/entity/Q2496026,Point(28.6467 55.5287),1968-01-01T00:00:00Z,Euphrosyne Polotskaya State University of Polotsk,Belarus
http://www.wikidata.org/entity/Q2496038,Point(26.9143 46.5597),2002-01-01T00:00:00Z,Universitatea George Bacovia,Romania
http://www.wikidata.org/entity/Q2496046,Point(18.10283333 42.64244444),2003-10-01T00:00:00Z,University of Dubrovnik,Croatia
http://www.wikidata.org/entity/Q2496084,Point(103.121221 3.718548),2002-01-01T00:00:00Z,Universiti Malaysia Pahang Al-Sultan Abdullah,Malaysia
http://www.wikidata.org/entity/Q2496089,Point(132.7675 33.850175),1923-01-01T00:00:00Z,Matsuyama University,Japan
http://www.wikidata.org/entity/Q2496107,Point(57.6722 22.9108),2002-01-01T00:00:00Z,University Of Nizwa,Oman
http://www.wikidata.org/entity/Q2496110,,1261-01-01T00:00:00Z,University of Northampton,Kingdom of England
http://www.wikidata.org/entity/Q2496116,Point(108.874581 34.144994),1902-01-01T00:00:00Z,Northwest University,People's Republic of China
http://www.wikidata.org/entity/Q2496139,Point(9.07796 52.1858),1619-01-01T00:00:00Z,University of Rinteln,Germany
http://www.wikidata.org/entity/Q2496153,Point(25.9703 43.8544),1954-01-01T00:00:00Z,University of Ruse,Bulgaria
http://www.wikidata.org/entity/Q2496161,Point(20.479138888 44.782166666),1999-01-01T00:00:00Z,Singidunum University,Serbia
http://www.wikidata.org/entity/Q2496166,Point(56.7803 24.2979),1998-01-01T00:00:00Z,Sohar University,Oman
http://www.wikidata.org/entity/Q2496176,Point(104.90467072 15.11994916),1990-01-01T00:00:00Z,Ubon Ratchathani University,Thailand
http://www.wikidata.org/entity/Q2496184,Point(17.90194444 44.19916667),2000-01-01T00:00:00Z,University of Zenica,Bosnia and Herzegovina
http://www.wikidata.org/entity/Q2496192,Point(31.841082 -28.858018),1959-01-01T00:00:00Z,University of Zululand,South Africa
http://www.wikidata.org/entity/Q2496195,Point(23.3534 42.6594),1953-01-01T00:00:00Z,"University of Mining and Geology ""Saint Ivan Rilski""",Bulgaria
http://www.wikidata.org/entity/Q2496197,Point(74.584555555 42.850138888),1979-01-01T00:00:00Z,Bishkek Humanities University,Kyrgyzstan
http://www.wikidata.org/entity/Q2496210,Point(116.415277777 39.968888888),1958-01-01T00:00:00Z,Beijing University of Chemical Technology,People's Republic of China
http://www.wikidata.org/entity/Q2496233,Point(15.226135 44.111295),1396-01-01T00:00:00Z,University of Zadar,Croatia
http://www.wikidata.org/entity/Q2496369,Point(105.847718 21.003122),1995-01-01T00:00:00Z,Institut de la Francophonie pour l'Informatique,Vietnam
http://www.wikidata.org/entity/Q2496451,,2000-01-01T00:00:00Z,Q2496451,Austria
http://www.wikidata.org/entity/Q2501849,Point(27.92166111 47.75486667),1945-01-01T00:00:00Z,Alecu Russo State University of Bălți,Moldova
http://www.wikidata.org/entity/Q2503809,Point(-0.3039 51.4035),1992-01-01T00:00:00Z,Kingston University,United Kingdom
http://www.wikidata.org/entity/Q2503809,Point(-0.3078372 51.405928),1992-01-01T00:00:00Z,Kingston University,United Kingdom
http://www.wikidata.org/entity/Q2506557,Point(100.85633 13.844128),1990-01-01T00:00:00Z,Mahanakorn University of Technology,Thailand
http://www.wikidata.org/entity/Q2507812,Point(68.7583 38.5326),1987-01-01T00:00:00Z,Tajik State University of Commerce,Tajikistan
http://www.wikidata.org/entity/Q2510885,,1930-01-01T00:00:00Z,Belarusian State Medical University,Belarus
http://www.wikidata.org/entity/Q2514534,Point(106.909 47.8867),1958-01-01T00:00:00Z,Mongolian University of Life Sciences,Mongolia
http://www.wikidata.org/entity/Q2515434,,1965-01-01T00:00:00Z,Rijksuniversitair Centrum Antwerpen,Belgium
http://www.wikidata.org/entity/Q2526468,Point(-87.52 38.688333333),1801-01-01T00:00:00Z,Vincennes University,United States
http://www.wikidata.org/entity/Q2528770,Point(19.819 41.3217),2004-01-01T00:00:00Z,Vitrina University,Albania
http://www.wikidata.org/entity/Q2529518,Point(13.223701439 32.84903713),1957-01-01T00:00:00Z,University of Tripoli,Libya
http://www.wikidata.org/entity/Q2531629,Point(11.003611 45.436667),1982-01-01T00:00:00Z,University of Verona,Italy
http://www.wikidata.org/entity/Q2542715,Point(-70.0342 12.5234),1988-01-01T00:00:00Z,University of Aruba,Aruba
http://www.wikidata.org/entity/Q2553607,Point(6.151185 46.257568),1978-01-01T00:00:00Z,Webster University Geneva,Switzerland
http://www.wikidata.org/entity/Q2553607,Point(6.151111 48.2575),1978-01-01T00:00:00Z,Webster University Geneva,Switzerland
http://www.wikidata.org/entity/Q2557355,Point(-64.7819 46.105),1963-01-01T00:00:00Z,Université de Moncton,Canada
http://www.wikidata.org/entity/Q2559100,Point(49.843571 40.370296),1996-07-15T00:00:00Z,Azerbaijan State Marine Academy,Azerbaijan
http://www.wikidata.org/entity/Q2562140,Point(106.694 10.784),1976-01-01T00:00:00Z,"University of Economics, Ho Chi Minh City",Vietnam
http://www.wikidata.org/entity/Q2563807,Point(45.681558 43.317041),1920-01-01T00:00:00Z,Grozny State Oil Technical University,Russia
http://www.wikidata.org/entity/Q2563821,Point(47.5031 42.96065),1972-01-01T00:00:00Z,Dagestan State Technical University,Russia
http://www.wikidata.org/entity/Q2564313,Point(45.7028 43.3117),1938-01-01T00:00:00Z,Chechen State University,Russia
http://www.wikidata.org/entity/Q2564975,Point(-106.918495 38.549273),1901-01-01T00:00:00Z,Western Colorado University,United States
http://www.wikidata.org/entity/Q2566683,Point(-80.689527 40.073076),1954-01-01T00:00:00Z,Wheeling University,United States
http://www.wikidata.org/entity/Q2570442,Point(24.11738889 56.94966667),1919-01-01T00:00:00Z,Jāzeps Vītols Latvian Academy of Music,Latvia
http://www.wikidata.org/entity/Q2578027,Point(86.055213888 44.305280555),1949-01-01T00:00:00Z,Shihezi University,People's Republic of China
http://www.wikidata.org/entity/Q2579702,Point(88.413 22.561),1955-01-01T00:00:00Z,Jadavpur University,India
http://www.wikidata.org/entity/Q2587376,Point(-119.735 36.726),1944-01-01T00:00:00Z,Fresno Pacific University,United States
http://www.wikidata.org/entity/Q2587890,Point(-122.188 37.3823),1975-01-01T00:00:00Z,Palo Alto University,United States
http://www.wikidata.org/entity/Q2590529,Point(-91.9278 44.8698),1891-01-01T00:00:00Z,University of Wisconsin–Stout,United States
http://www.wikidata.org/entity/Q2590739,Point(-87.856769 42.645067),1968-01-01T00:00:00Z,University of Wisconsin–Parkside,United States
http://www.wikidata.org/entity/Q2591673,Point(24.976944444 60.209444444),1871-01-01T00:00:00Z,"Aalto University School of Arts, Design and Architecture",Finland
http://www.wikidata.org/entity/Q2592553,Point(120.4079 22.7296),1986-01-01T00:00:00Z,I-shou University,Taiwan
http://www.wikidata.org/entity/Q2596662,Point(69.1526 34.5494),2002-01-01T00:00:00Z,Kardan Institute of Higher Education,Afghanistan
http://www.wikidata.org/entity/Q2597842,,2006-01-01T00:00:00Z,Egyptian Russian University,Egypt
http://www.wikidata.org/entity/Q2598272,Point(-0.805373 51.2150866),2005-01-01T00:00:00Z,University for the Creative Arts,United Kingdom
http://www.wikidata.org/entity/Q2601879,Point(-6.5996 53.3835),1997-01-01T00:00:00Z,Maynooth University,Ireland
http://www.wikidata.org/entity/Q2605456,Point(6.148333 46.221667),2001-01-01T00:00:00Z,Geneva Business School,Switzerland
http://www.wikidata.org/entity/Q2605554,Point(8.73 47.49694444),1986-01-01T00:00:00Z,ZHAW Zurich University of Applied Sciences,Switzerland
http://www.wikidata.org/entity/Q2610734,Point(106.61816667 -6.25666667),2005-01-01T00:00:00Z,Multimedia Nusantara University,Indonesia
http://www.wikidata.org/entity/Q2610734,Point(106.61816667 -6.25666667),2006-11-20T00:00:00Z,Multimedia Nusantara University,Indonesia
http://www.wikidata.org/entity/Q2617399,Point(68.7858 38.5935),1931-01-01T00:00:00Z,Tajik State Pedagogical University,Tajikistan
http://www.wikidata.org/entity/Q2620139,,1988-01-01T00:00:00Z,Herat University,Afghanistan
http://www.wikidata.org/entity/Q2620177,Point(-71.808333 42.239167),1843-01-01T00:00:00Z,College of the Holy Cross,United States
http://www.wikidata.org/entity/Q2628140,,1933-05-20T00:00:00Z,Belarusian State Economic University,Belarus
http://www.wikidata.org/entity/Q2629102,Point(22.428 38.9124),2003-01-01T00:00:00Z,University of Central Greece,Greece
http://www.wikidata.org/entity/Q2629906,,1974-01-01T00:00:00Z,Universidad Tecnológica de Santiago (UTESA),Dominican Republic
http://www.wikidata.org/entity/Q2630637,Point(31.00111111 52.44305556),1929-01-01T00:00:00Z,Francišak Skaryna Homiel State University,Belarus
http://www.wikidata.org/entity/Q2631070,Point(37.596111111 55.776666666),1991-01-01T00:00:00Z,Russian State University for the Humanities,Russia
http://www.wikidata.org/entity/Q2636927,Point(-77.0483 -12.0839),1962-01-01T00:00:00Z,Universidad del Pacifico,Peru
http://www.wikidata.org/entity/Q2638914,Point(23.6941 52.09833),1945-01-01T00:00:00Z,Brest State A.S. Pushkin University,Belarus
http://www.wikidata.org/entity/Q2649559,Point(14.54886111 52.349),1506-04-26T00:00:00Z,Alma Mater Viadrina,Prussia
http://www.wikidata.org/entity/Q2649559,Point(14.54886111 52.349),1506-04-26T00:00:00Z,Alma Mater Viadrina,Margraviate of Brandenburg
http://www.wikidata.org/entity/Q2649822,,1962-01-01T00:00:00Z,Jorhat College,India
http://www.wikidata.org/entity/Q2650619,Point(28.670765 45.913176),2004-10-01T00:00:00Z,Taraclia State University,Moldova
